CustomerID,Age,CreditScore,Tenure,Balance,NumOfProducts,EstimatedSalary,TotalAssets
USR-12528,60.0,709,2,65196.65793963248,2,24527.5594611798,68069.07597461317
USR-12529,,675,5,38467.615416714994,1,37994.24516768628,40188.172888857065
USR-12530,38.0,772,6,79975.91804115447,1,45880.41496084226,83914.83778685993
USR-12531,48.0,681,7,77008.03036387158,1,46747.26448293906,81332.46092448861
USR-12532,25.0,772,6,16606.91107426252,4,109262.20206780561,16775.000874503967
USR-12533,28.0,610,8,,2,47739.82443967703,
USR-12534,42.0,844,6,60204.63613346924,1,,62719.797646775405
USR-12535,50.0,366,3,31398.33600701116,2,78139.86306106418,34161.02400392611
USR-12536,34.0,694,6,37090.45281951084,2,37693.5010506278,38236.214732084896
USR-12537,50.0,770,1,62287.41933627873,4,125943.40983666088,64058.358520501744
USR-12538,28.0,565,8,52367.6318001747,2,31255.70856865619,55497.684688924615
USR-12539,28.0,615,7,,1,25378.91463327759,
USR-12540,57.0,565,4,53412.69579561901,4,78950.72197993024,56668.089968918386
USR-12541,30.0,434,1,29609.9035189618,1,75609.0086129844,30006.559427854925
USR-12542,65.0,521,0,62023.96309782508,1,126854.61990471522,64359.46565494919
USR-12543,43.0,487,8,93249.91440540503,2,50132.11775209428,96996.83752705071
USR-12544,51.0,828,2,56561.88928743994,1,93279.31102847218,58763.34707857522
USR-12545,34.0,406,4,32781.791701156624,1,92980.51323637046,33068.90953605701
USR-12546,26.0,611,2,,1,46420.030362596124,
USR-12547,49.0,318,7,70048.11873051782,2,30691.367728424113,72454.90600343143
USR-12548,28.0,685,7,67368.49494911748,2,79681.67787205214,70698.70513479364
USR-12549,45.0,484,1,33978.702302862635,1,100331.65708179922,36035.49794858552
USR-12550,74.0,379,0,69756.98215108534,2,,72504.29278491743
USR-12551,42.0,307,6,,2,74177.13468509159,
USR-12552,40.0,721,1,62078.45424329487,2,93280.92120155923,64812.5036570336
USR-12553,42.0,527,7,,2,,
USR-12554,28.0,690,7,60314.23631735345,1,68752.36525400673,63431.35328189885
USR-12555,67.0,561,6,64953.33025389444,2,72491.07218948135,68354.69838920649
USR-12556,54.0,742,5,43951.91579685783,1,129771.24096825875,45754.57726533645
USR-12557,30.0,510,6,,1,77602.2871158635,
USR-12558,21.0,827,2,65275.22061417829,2,109417.31872852765,68453.99890614717
USR-12559,49.0,778,5,51787.32067112854,1,36833.41829944763,53559.32953872432
USR-12560,38.0,686,2,81689.73150371855,1,,86624.81334497973
USR-12561,,592,2,11853.778581301565,1,115271.60637207307,11499.296432213148
USR-12562,46.0,822,8,71986.01994621081,1,113515.49629514909,74343.32968471902
USR-12563,85.0,504,0,54858.50984034231,2,52681.95643031737,56879.160443125904
USR-12564,43.0,849,8,40287.363583926825,1,116672.06952316176,43977.454566253225
USR-12565,77.0,503,4,54105.34824928096,1,,57981.389480426384
USR-12566,53.0,325,6,38686.27977835103,2,35793.57964053328,41157.273987435074
USR-12567,32.0,791,8,36920.46906423862,1,40423.336728529204,38928.4716329505
USR-12568,22.0,474,4,0.0,1,96689.55944745132,632.3759432065082
USR-12569,20.0,385,3,53821.464104050276,2,60726.22540172709,57468.25968340355
USR-12570,,381,2,44635.830129159534,2,,46275.95203028995
USR-12571,54.0,329,5,52052.17481455586,1,149932.58228690963,53556.41445424158
USR-12572,47.0,678,3,65413.39219977203,1,52650.389216093725,67465.54049240997
USR-12573,24.0,423,2,75270.79193503514,1,,75839.33454400966
USR-12574,25.0,550,8,28437.078588990393,2,53784.37596918439,31473.43545861721
USR-12575,85.0,709,6,30124.20679752581,2,106303.15691485126,29757.79400601594
USR-12576,42.0,352,4,55553.64318192642,1,143992.77873288863,60474.31736411992
USR-12577,48.0,842,1,67701.27754165587,1,40813.34214332845,72352.23740313487
USR-12578,27.0,518,8,15333.570147074024,1,77372.68703942624,16251.50848009549
USR-12579,55.0,729,8,46977.52529880027,2,111854.6396280982,50558.62097724881
USR-12580,64.0,804,1,,1,116843.64736791406,
USR-12581,21.0,393,6,80705.28789616196,2,,84550.75001448214
USR-12582,71.0,819,5,644576.030666552,1,78787.73526379571,674909.1909185378
USR-12583,25.0,561,6,78807.16084852042,1,120737.70735919951,81377.21194947916
USR-12584,32.0,815,2,24643.119644877435,1,51873.852965526574,25763.900392054686
USR-12585,43.0,310,4,47785.92541499862,1,120770.7111594014,51348.9657002788
USR-12586,,839,3,49569.503750709955,2,110468.22716745466,52518.14123643051
USR-12587,75.0,400,5,58900.250692815,1,111074.2257765216,62054.20794309913
USR-12588,43.0,565,3,72302.77546200257,1,72879.2531570063,74186.05773600335
USR-12589,35.0,717,2,72740.38950570408,1,33150.09250398551,77662.06425835384
USR-12590,30.0,513,4,32807.53834001318,1,51000.851331608894,35847.58791935181
USR-12591,28.0,474,3,33558.53058947396,1,93823.26468615164,35255.981597956554
USR-12592,25.0,331,1,74763.65121321176,1,98708.30557749775,78336.29707989952
USR-12593,37.0,372,5,48074.635630143435,2,21165.374410644312,53111.90901040865
USR-12594,52.0,671,0,37632.554861801764,2,57764.86854587001,37875.26286811797
USR-12595,35.0,498,3,58080.641331821,3,79530.73398743306,61435.36181565401
USR-12596,58.0,672,1,16754.203740006415,1,35368.93455654575,16455.726753558265
USR-12597,55.0,660,1,32703.097776738043,2,,36454.76393212893
USR-12598,49.0,673,3,38723.484836091135,2,59433.97586912095,41473.36073057375
USR-12599,85.0,318,4,67085.39326729474,2,78628.83685458614,69221.39408823596
USR-12600,62.0,761,3,29657.960929312616,4,84763.46080568605,31966.475759799192
USR-12601,39.0,362,4,62621.0623025481,4,42076.14995902291,65706.11555688412
USR-12602,46.0,797,5,,2,83057.18699173062,
USR-12603,56.0,724,6,66986.68070968015,1,72578.34058181866,71453.56935585881
USR-12604,28.0,726,5,,2,123014.86133493537,
USR-12605,40.0,518,6,4879.86267919113,4,,3806.8064775110884
USR-12606,33.0,333,4,52624.19704255719,1,47507.536402218386,53959.73352765964
USR-12607,37.0,353,7,21403.9636791767,1,39848.00650483888,22879.94467142372
USR-12608,40.0,500,4,30242.028008671696,2,50989.1560408346,31941.34470152439
USR-12609,30.0,431,5,39341.853034589294,2,55690.62790508037,41165.54795411625
USR-12610,57.0,397,5,,1,79476.81016689833,
USR-12611,30.0,677,1,8780.413214380067,2,83670.9455253766,6505.828705547279
USR-12612,25.0,375,5,83072.24332442431,2,112156.50868544953,88323.17469311733
USR-12613,24.0,507,8,31396.725604800977,1,40515.22113637017,31949.177920347203
USR-12614,40.0,581,9,52566.775692570394,2,69527.98681738734,54405.51897276263
USR-12615,19.0,348,7,44365.03058629948,2,61913.86645030924,45824.37774562371
USR-12616,24.0,725,7,46876.22237105737,1,43719.96244455245,47460.02019716286
USR-12617,55.0,314,2,10692.169908254647,1,,9726.695355523741
USR-12618,28.0,610,2,70390.37053479232,1,83532.43689145098,72646.66463837068
USR-12619,59.0,313,8,40545.713491890405,2,20490.735429219898,42068.426154761044
USR-12620,34.0,571,3,47898.172930113564,2,38326.104135270914,51775.9622146731
USR-12621,24.0,522,3,53182.76819282936,1,115374.42188251724,56143.66941026729
USR-12622,36.0,348,8,60227.07857995473,2,145595.9736703307,63942.38663720449
USR-12623,66.0,681,6,44547.287235564036,1,103466.29638481744,46586.46091534476
USR-12624,23.0,676,1,25998.09027366344,2,35029.873957927346,27308.584125078665
USR-12625,39.0,718,7,63077.63302536768,1,,65684.77292845605
USR-12626,52.0,434,0,41587.2407532199,2,142641.87873665546,43052.369314568154
USR-12627,85.0,588,8,83274.94943518797,4,94927.65848094804,87769.32107397394
USR-12628,27.0,750,5,45853.62310959721,1,42298.963677913154,49176.13060260304
USR-12629,25.0,395,4,20082.255555011936,2,101790.89394337937,19819.750489576872
USR-12630,32.0,813,9,25654.16766738299,1,,26457.72182766113
USR-12631,83.0,779,2,10882.228097918516,2,64634.57095196912,12450.011974393168
USR-12632,30.0,747,8,62462.943918678095,1,46504.28849186338,63400.97732069701
USR-12633,39.0,512,6,16037.14357866258,1,50791.5376178279,17309.084243863916
USR-12634,21.0,808,0,32680.271348095925,1,90313.14131000002,34423.55420803884
USR-12635,22.0,657,3,61013.43883399995,3,83333.34958714416,65983.64155370288
USR-12636,50.0,468,9,44947.588377046755,2,70436.77978559035,46379.60258626833
USR-12637,43.0,671,9,20387.450265084775,2,139434.1308453961,21039.650937185226
USR-12638,64.0,360,3,69341.5829293099,3,138471.8807235494,73126.26262107474
USR-12639,61.0,531,3,50108.478330922764,4,77928.7540677695,51670.23786146107
USR-12640,51.0,740,6,83797.27345960651,1,90854.579948153,88923.14542373728
USR-12641,40.0,663,7,65700.87754787995,2,79297.07105376353,69289.38170014664
USR-12642,59.0,724,6,80224.70298567315,2,,84444.2173965459
USR-12643,22.0,512,3,,1,135974.55975342458,
USR-12644,65.0,700,1,61245.93408095857,2,,65803.81237980454
USR-12645,39.0,823,7,33787.28174484508,2,51925.75497730268,35860.22987518291
USR-12646,32.0,539,2,81855.4994740473,2,36496.41108655792,85109.8062779557
USR-12647,51.0,799,6,60450.59379200141,2,84245.7546462451,64031.6645326206
USR-12648,36.0,677,1,,1,25668.433740847344,
USR-12649,30.0,606,8,33737.342971875754,1,117295.30350842893,35672.51231687532
USR-12650,63.0,835,5,,2,130360.02403685103,
USR-12651,19.0,364,4,70820.17198549418,2,60528.364209704196,74314.26586236771
USR-12652,35.0,465,4,43036.80216364033,3,90828.20033381625,45115.48682657181
USR-12653,45.0,338,0,,1,63263.78726294217,
USR-12654,,728,5,41052.46983881222,1,94889.88892023348,43320.23326442687
USR-12655,44.0,403,6,38806.99321784523,1,124093.27180638237,40819.567790193476
USR-12656,29.0,801,6,,2,98592.2161451326,
USR-12657,26.0,847,7,49567.90164675901,1,27711.272640765717,50954.77809218438
USR-12658,31.0,702,2,65504.50844736486,2,100523.53045211769,69014.98851644015
USR-12659,35.0,715,8,67823.58531728089,1,106190.556443019,70850.9302635767
USR-12660,36.0,581,6,34803.032769037585,2,87053.10699716158,35223.242507075556
USR-12661,53.0,636,5,42807.82231175271,1,128606.16959715607,44591.2644025304
USR-12662,31.0,631,5,39553.63605453555,2,85755.41890813845,40388.684089735645
USR-12663,35.0,677,3,,2,49966.6341075767,
USR-12664,26.0,770,4,,1,,
USR-12665,82.0,631,4,88897.8094489415,1,130662.72523729298,94173.53327887562
USR-12666,28.0,744,7,44688.616373474426,3,106979.25927913768,46752.21932908323
USR-12667,54.0,754,6,30782.701378304526,1,53138.48582001279,31982.780837571132
USR-12668,48.0,365,2,108262.18055701948,2,133251.23918901652,113614.69633136879
USR-12669,,583,2,30310.40495046933,2,109573.3959231914,32673.695595633602
USR-12670,37.0,531,9,13736.314865891203,2,36640.17815379785,14785.983663369598
USR-12671,27.0,414,5,69371.55457309625,1,132400.45355652343,73320.4280502403
USR-12672,55.0,808,2,,1,41961.547245834634,
USR-12673,49.0,823,2,37417.29924366367,1,,39467.448945934564
USR-12674,29.0,376,0,43991.89047243287,1,105921.06958937446,47500.553205622986
USR-12675,59.0,470,9,53854.01481958722,2,104188.98111895347,55967.169617452564
USR-12676,39.0,404,6,70123.73030516083,1,99404.83922491362,72474.84867282026
USR-12677,24.0,845,1,53517.1000990709,1,67871.09638411895,56449.58078316164
USR-12678,44.0,443,3,45396.31323844621,2,100270.16707436398,47937.66880705434
USR-12679,54.0,580,6,50189.79086257373,1,28051.375727492363,54008.58449076902
USR-12680,85.0,693,8,58597.24797508016,3,51084.665832629194,61835.74363683299
USR-12681,55.0,423,9,27531.00304542607,2,103946.31102594272,30103.20508708355
USR-12682,58.0,791,5,45745.38801579741,1,65450.38300842978,47979.80476785644
USR-12683,32.0,774,9,65099.81902325786,1,72201.80421814654,69400.23604146534
USR-12684,,447,7,67250.89089161473,1,30463.286298031337,70299.41937467045
USR-12685,25.0,470,4,29197.935531584633,2,74840.3481754954,30585.962428754625
USR-12686,33.0,419,5,53681.38538539725,2,118147.19701827462,54916.78061431881
USR-12687,67.0,316,7,67691.39987579429,1,145971.71372575953,69638.89311995229
USR-12688,54.0,704,0,70460.57859009388,3,,72939.30879481252
USR-12689,38.0,470,4,86239.54091360615,1,83579.60765488583,89407.6453081392
USR-12690,81.0,466,4,51614.860914468336,1,89746.2965403313,53991.84790782245
USR-12691,35.0,571,1,42863.142284693036,2,144972.8583463498,44787.96507307838
USR-12692,39.0,323,1,44817.18056959173,1,42865.47798130596,47754.218588668075
USR-12693,,460,8,47931.23359527041,1,122239.99917616967,50248.344593238115
USR-12694,33.0,364,3,21223.667128314482,2,125078.97642777125,20797.276365881586
USR-12695,35.0,438,4,59283.41701929707,1,130407.67180578786,63395.76496364949
USR-12696,30.0,594,7,38588.10972413341,1,51534.08510541269,41107.165345486
USR-12697,59.0,362,7,59222.292602802845,2,111154.39326618328,63247.98281674272
USR-12698,78.0,733,4,30552.721310819343,2,63855.72382526246,31983.594287277625
USR-12699,51.0,700,9,20454.556630172232,1,67400.21958275777,22418.05146493312
USR-12700,38.0,587,3,46273.433343499506,1,126784.47715249001,48836.74953874211
USR-12701,74.0,771,3,,1,97761.08483041727,
USR-12702,25.0,300,0,52509.74861164471,2,113459.58032507931,55051.911493640255
USR-12703,44.0,609,6,64659.67751567039,2,38272.482725976806,69122.16571976678
USR-12704,65.0,317,3,68763.33463493174,2,110166.6450054903,73475.54208881655
USR-12705,41.0,669,7,48028.39325710388,2,82175.22232993369,50163.99440119382
USR-12706,55.0,825,1,33649.0967874817,1,67029.12179522609,35236.17373629231
USR-12707,70.0,848,4,57888.46425405379,1,26017.52723531284,61314.064720464856
USR-12708,63.0,511,9,,2,50775.30096879316,
USR-12709,31.0,446,6,85928.86487845908,2,127688.67640271677,90902.12091757855
USR-12710,23.0,630,5,63781.03391298292,2,145155.4733581675,66783.0877739245
USR-12711,26.0,465,7,659905.0431122216,1,40460.20702288741,691112.5074875202
USR-12712,44.0,816,9,82650.02699687082,3,45663.7323708718,86369.65068754506
USR-12713,65.0,711,0,46819.43418154936,3,128032.84798028745,49580.90987100189
USR-12714,33.0,469,5,,2,47438.01506821888,
USR-12715,32.0,667,4,,1,37650.266247571766,
USR-12716,32.0,387,3,77900.9658290445,1,101882.84496591128,80193.07734561959
USR-12717,,711,4,68231.15449520866,2,133103.59154497876,71008.28478670157
USR-12718,37.0,325,6,79355.67275022488,1,56049.04468565034,85141.46313315773
USR-12719,78.0,440,1,57628.497162416985,1,132277.34194766427,60280.09378700439
USR-12720,22.0,609,1,78433.2683414876,1,70139.53028301563,81986.49148426205
USR-12721,56.0,646,0,14546.538647565736,1,137853.38791776245,17555.033993317007
USR-12722,72.0,431,8,24935.69754524267,2,45948.221869510206,25576.244618827415
USR-12723,36.0,645,3,39746.525252838546,2,134427.7095986703,42100.127897731705
USR-12724,30.0,667,2,60482.74490146676,2,77796.39733503625,62263.164963186755
USR-12725,26.0,375,3,30138.194577058843,1,,32494.56465646205
USR-12726,30.0,818,9,23537.905839877574,2,57033.2464750155,24150.707182289047
USR-12727,20.0,528,8,740306.8348138904,2,85830.36487531303,778089.7808814727
USR-12728,25.0,565,2,52842.46751310756,1,145277.11850015988,55977.5938633094
USR-12729,34.0,565,5,54981.705958795304,1,146254.01318819297,56937.05319078778
USR-12730,31.0,424,8,21677.69058645577,1,39175.756842329574,22965.506402258216
USR-12731,25.0,561,9,71717.49820360512,2,134654.58068638569,74266.98743808827
USR-12732,41.0,539,5,45066.880503072345,2,32285.3956218356,48028.456136337896
USR-12733,,723,9,62736.36461820978,2,64262.39520673774,66751.61509436245
USR-12734,44.0,407,1,44580.93326864813,1,137004.58523422186,45677.97031681137
USR-12735,42.0,745,2,,3,58374.03758626489,
USR-12736,55.0,486,8,51010.76402827999,1,62134.252278781096,54877.05090935515
USR-12737,31.0,412,1,33606.42831914342,1,113329.12391303081,37101.57218917345
USR-12738,27.0,370,5,30450.191090570577,1,75822.12364732061,30381.891187381378
USR-12739,28.0,301,7,42126.36407988209,2,117586.72562043805,45537.932741381956
USR-12740,85.0,671,1,38983.69922317085,2,64877.47314169895,39673.30628980775
USR-12741,46.0,594,3,64832.215209078015,2,114923.01297578722,67666.43575618223
USR-12742,21.0,636,3,,2,39320.186250513,
USR-12743,32.0,580,5,78287.49106538815,1,43778.43553753033,81106.00391282824
USR-12744,51.0,770,5,38468.56360165077,2,146587.34150397155,40833.74246574145
USR-12745,35.0,585,8,,1,141571.69815266383,
USR-12746,27.0,344,6,50203.4678901576,1,77155.38664408322,51930.95961444008
USR-12747,,806,8,34642.113588305925,1,20194.509611153477,36084.49585061845
USR-12748,35.0,468,4,61630.122217048796,3,63384.86234304161,64170.82137915327
USR-12749,26.0,479,4,75139.90981423407,2,96658.0697357865,78365.56717614872
USR-12750,59.0,304,6,14959.176924106898,2,103518.74242551198,16595.641235844887
USR-12751,37.0,780,1,34435.746309040165,2,78144.65013910117,36552.26793941967
USR-12752,53.0,605,6,73030.23560710956,1,105482.34949403182,76460.37952457585
USR-12753,25.0,718,8,22118.615050799966,1,115309.0152184696,22716.587709693493
USR-12754,28.0,710,6,65959.44786051213,1,104497.20530510356,69104.36533636773
USR-12755,58.0,462,5,35427.008818455826,1,53736.91217403888,38328.4002886742
USR-12756,67.0,725,7,70591.72472837879,1,38845.30159797773,75143.30266313146
USR-12757,50.0,613,2,13493.911290009637,1,20943.500454764744,12832.622779257763
USR-12758,25.0,562,8,74367.44579532706,2,131482.36607848702,76119.8373015627
USR-12759,30.0,437,5,42077.54935152911,1,142748.92304181264,43268.12831937322
USR-12760,82.0,535,3,41390.96305648024,2,98278.69731590524,41864.7037716622
USR-12761,34.0,473,7,,2,85549.1998121009,
USR-12762,18.0,378,7,60622.465260202815,1,49609.54812722273,63229.95990221735
USR-12763,49.0,457,1,62568.491537690345,2,61427.290766573955,65771.55242831458
USR-12764,48.0,552,5,42178.798900239235,1,46559.46466635511,43454.66846192035
USR-12765,28.0,599,1,40824.411849078504,1,116288.1910507597,43031.67233360466
USR-12766,27.0,313,5,42219.77856839403,3,98780.36291676242,46029.21979554387
USR-12767,32.0,825,1,55568.98125328947,2,62327.305550845485,56245.63189900089
USR-12768,85.0,631,6,29868.157485762018,1,99323.15723908828,32274.1091722267
USR-12769,42.0,344,7,53899.38688207053,1,65679.51176235842,56374.24574273159
USR-12770,47.0,444,9,37613.78876646465,2,22246.31378862891,40637.85249310206
USR-12771,43.0,495,1,125963.67743060179,1,54299.63455922418,131282.87193254483
USR-12772,45.0,548,2,25591.873415357557,1,103733.47928267188,27610.617801521403
USR-12773,30.0,794,7,49160.787540260404,1,27794.365612824044,52151.98804028032
USR-12774,41.0,764,0,46796.52397914195,2,92853.61131938106,49705.63810064789
USR-12775,24.0,839,7,29600.54493408227,1,129588.86783294816,31529.527936124065
USR-12776,36.0,408,2,60884.17423178924,2,26322.635940259388,63165.93074065017
USR-12777,32.0,365,9,31471.8430710958,1,67342.76399055435,33752.101134240525
USR-12778,39.0,439,7,51120.94372650043,2,116489.25256552428,53690.40825553372
USR-12779,45.0,569,8,,1,21231.458610484628,
USR-12780,22.0,603,9,56206.45474101216,1,64280.70112908521,58667.599343788796
USR-12781,30.0,508,8,52675.52830568481,1,108939.12993016838,56004.367104468205
USR-12782,,370,4,,3,144244.22440125555,
USR-12783,81.0,534,9,17462.635600054087,1,55783.65647679536,17407.653000038226
USR-12784,73.0,676,2,,2,78290.6411743405,
USR-12785,,847,0,30354.851655262817,1,105589.40932925006,32651.034135029728
USR-12786,26.0,505,3,78341.29086898305,1,52391.028626659034,82211.33830563663
USR-12787,28.0,596,8,70794.46350332997,1,144622.19081628782,74472.16896261698
USR-12788,56.0,780,3,69981.04802992634,2,31350.67673901589,71569.94988526263
USR-12789,44.0,304,0,52031.60401679008,1,137311.29645540947,57169.543249577924
USR-12790,33.0,415,1,,1,64234.55434732265,
USR-12791,58.0,515,7,27913.907696648355,2,94933.37908848292,28480.154178333505
USR-12792,49.0,536,6,5270.244977259637,2,106803.66645244326,5601.411362567358
USR-12793,32.0,603,6,75691.88186551622,2,120112.8883918301,80743.42803984042
USR-12794,30.0,626,1,,2,145377.34605641104,
USR-12795,41.0,786,4,67536.91803537296,2,96395.9253065032,71898.44986428853
USR-12796,39.0,436,7,36671.49066774027,3,77335.7520046549,39766.175998627215
USR-12797,27.0,606,9,34768.68780283407,1,59800.52767745573,36649.71444285199
USR-12798,45.0,495,8,,2,99944.8095281865,
USR-12799,19.0,818,7,41883.015625128304,2,40313.93926737676,42483.979964543505
USR-12800,29.0,570,9,42872.001344636934,1,59979.57993711564,41985.643976889296
USR-12801,56.0,449,3,54869.0686648719,2,58213.86329199854,58077.97791448055
USR-12802,44.0,544,2,43196.42131299129,1,128479.42229954537,46079.24965365942
USR-12803,44.0,718,6,64570.61592407977,2,94736.42822824458,68299.83060079611
USR-12804,24.0,415,2,21129.79980993561,4,,20430.99051364776
USR-12805,35.0,405,2,49303.51649376649,1,137584.66016949236,51015.16068517359
USR-12806,25.0,341,9,70130.99572112999,2,91131.8406589173,73880.87894428072
USR-12807,37.0,764,4,42766.26109995522,2,106617.23896763947,45905.048384100926
USR-12808,53.0,614,6,,1,54457.94131105771,
USR-12809,,314,3,72957.83114371891,1,134472.24627590994,75315.7532860213
USR-12810,37.0,831,5,67373.18422308336,2,141820.72440316074,71506.59201366869
USR-12811,45.0,510,7,43958.65304165911,2,47227.46711094273,45816.93965726305
USR-12812,45.0,615,7,27853.478724730034,2,83982.98143836769,28769.64659367965
USR-12813,26.0,352,9,40061.06585998487,1,148740.1194900346,41631.96740373179
USR-12814,25.0,742,4,84381.4414036037,2,,90015.2679170102
USR-12815,31.0,354,8,79014.11887100425,1,53101.248207869314,84012.97064818011
USR-12816,48.0,735,4,37487.2174914818,1,132293.24877867228,40412.41928038919
USR-12817,26.0,446,9,37228.58204685953,2,132843.83106790832,38140.8227681546
USR-12818,65.0,763,6,,1,89012.2472251483,
USR-12819,23.0,634,0,51730.298310433565,1,88208.05886292818,53274.277460137324
USR-12820,37.0,790,1,,2,124981.4416681528,
USR-12821,54.0,823,5,50887.27576682954,1,127946.89300990259,54668.275839948685
USR-12822,21.0,331,9,84626.7346293939,2,30055.935248422484,90372.26972178828
USR-12823,23.0,661,7,50709.276922412835,1,95315.4947552968,52634.227808970696
USR-12824,46.0,732,8,42929.92081819331,1,80345.36379377451,44610.596336482224
USR-12825,28.0,583,5,43240.34817466939,2,50358.41590481151,44651.49260650947
USR-12826,85.0,541,1,,1,92705.8779064287,
USR-12827,57.0,611,5,39200.72041853691,2,67399.6838420757,42791.00145346612
USR-12828,41.0,748,9,71023.82768731799,4,128093.11229531348,73635.59186031249
USR-12829,35.0,401,2,73015.33718004842,1,69627.54078505133,78402.93667804622
USR-12830,74.0,370,7,94198.88413140018,2,36326.18442371217,96575.07791563032
USR-12831,40.0,814,9,,1,132719.81082415,
USR-12832,45.0,758,7,58936.12024220177,2,134954.17968733964,62516.51511350064
USR-12833,,403,7,64184.3661618381,2,123893.70161788404,66396.3966494408
USR-12834,29.0,538,1,67405.74276928861,1,42010.76155581516,69926.38413180238
USR-12835,37.0,518,9,14838.944908899779,2,24196.936205570022,18358.77648460973
USR-12836,49.0,519,9,,1,62546.78678587543,
USR-12837,34.0,405,1,,1,123404.73452530251,
USR-12838,31.0,764,1,,2,102065.74198998524,
USR-12839,28.0,414,0,47729.62621830738,2,144390.28924461978,50119.492846852016
USR-12840,26.0,501,2,51120.160097449894,1,78491.56020714849,54665.211842522636
USR-12841,27.0,828,4,0.0,2,59465.38046679682,-463.64333852880566
USR-12842,50.0,665,2,37407.64439975939,2,105735.76810832036,40177.8540579868
USR-12843,53.0,312,6,50120.117939456344,2,33217.39625077602,50939.99883954853
USR-12844,54.0,613,4,16207.458019427184,2,79703.11038389025,17199.924045371412
USR-12845,31.0,797,5,,1,136181.89444007946,
USR-12846,35.0,739,6,48560.33780404404,1,132346.50368882084,50968.24355444857
USR-12847,27.0,682,5,40442.368998364596,2,130992.74358200637,41995.850078654206
USR-12848,22.0,837,9,14399.156716697282,2,40837.82070694126,14964.592828763703
USR-12849,,598,2,26812.931379012447,2,122491.42451389474,27803.07798422685
USR-12850,20.0,590,1,39366.12989385373,1,86967.1545070488,41237.09236948986
USR-12851,37.0,484,8,51716.8434912468,2,,54697.4414020342
USR-12852,34.0,603,5,11821.007194809245,1,96094.59106570005,13652.670533252567
USR-12853,53.0,327,1,100161.30935740196,4,132022.00855731318,104488.94708550928
USR-12854,29.0,722,4,41179.2176988499,1,38457.5861652489,41184.94712015203
USR-12855,34.0,543,2,,2,38798.301536136496,
USR-12856,62.0,838,8,73366.32908790745,1,60272.311454496,78147.4713237456
USR-12857,38.0,827,9,56839.798824902784,2,23039.061092627824,60657.6743787226
USR-12858,48.0,334,4,31954.851550588915,2,,34196.727623916646
USR-12859,42.0,514,9,6486.647994806328,2,,8231.56555709536
USR-12860,44.0,328,7,43578.287891418186,1,37081.504307196665,46571.19340537296
USR-12861,,546,9,35671.824837334774,1,143335.2625007684,37356.14042160894
USR-12862,25.0,375,2,58724.41532319448,2,135534.80168946343,63883.570426115606
USR-12863,,602,3,40979.83010184275,3,55552.35232260088,45248.257804385765
USR-12864,41.0,452,6,77111.67479064838,2,37401.68829179276,80086.19655542912
USR-12865,,698,8,14832.689739151792,1,53084.21038358729,15063.24309106928
USR-12866,30.0,347,5,,2,99739.71113433455,
USR-12867,30.0,573,7,707060.9975210533,3,,743286.4115070973
USR-12868,39.0,634,0,40016.333063998725,1,78223.69328601219,42414.11751293435
USR-12869,32.0,670,7,38058.03922784317,1,89135.83297133677,42091.26262259331
USR-12870,47.0,482,9,32401.266185434983,3,131461.4731567321,33773.474460497935
USR-12871,31.0,354,2,22961.979018355934,1,61086.74789087144,24983.300812322796
USR-12872,48.0,421,1,55707.11550509927,3,134520.9420556763,58239.337831540644
USR-12873,36.0,622,7,54374.096357603776,2,57621.18796824345,57824.24530567281
USR-12874,54.0,775,3,41105.6457345868,1,82458.49381554636,42690.455721584505
USR-12875,21.0,807,6,62362.776475415114,1,85823.50159634493,67437.00581930028
USR-12876,40.0,633,8,72065.23491176129,2,40508.16790179047,76728.26711988224
USR-12877,34.0,758,8,88701.65049096096,1,,91694.47980938535
USR-12878,41.0,749,3,50633.183515572804,1,108940.52177310809,52264.93129308867
USR-12879,41.0,327,9,53674.27211056004,1,145396.0006886459,55507.18093478031
USR-12880,36.0,314,5,42628.367159615314,1,145387.98760961092,44512.19870030339
USR-12881,45.0,477,4,13961.296698674276,1,37711.59862737455,14127.386633885453
USR-12882,48.0,452,6,78670.7519435429,2,115450.11881303551,81164.52608828935
USR-12883,62.0,482,9,87585.11589485109,2,73752.2020347484,91424.74192235709
USR-12884,21.0,375,1,58242.230252602414,1,95327.0434194703,62053.98083716019
USR-12885,76.0,847,6,30688.75885695614,4,21310.408807525175,31994.740621076726
USR-12886,,672,2,,1,107308.04406473711,
USR-12887,21.0,313,5,44137.13840249524,1,86500.7675077975,46808.3464678815
USR-12888,44.0,509,2,89285.89130408096,2,102994.52868500036,94231.97279016563
USR-12889,39.0,311,2,26576.851705457386,1,115932.16089536528,29161.24562755445
USR-12890,45.0,746,2,36752.235021617365,1,30286.387216108007,39190.29096200581
USR-12891,28.0,666,4,42254.294109697825,2,51341.75796920589,45489.84986355554
USR-12892,53.0,360,0,55379.790663459156,1,149456.8838608663,56891.840371950595
USR-12893,29.0,400,9,39164.27574127872,1,88412.4317768559,42373.806257493205
USR-12894,39.0,403,1,40406.25286497393,2,60610.542138170305,41868.04358685136
USR-12895,,744,0,38489.26753527459,1,144297.51542991292,40732.24472358953
USR-12896,36.0,648,9,78919.92004070207,2,48568.258217286464,82879.39728407173
USR-12897,25.0,682,2,46040.56586613635,1,123987.85360825945,48759.81817194355
